"chars","n"
"閏",140952
"潘",140860
"菜",140804
"舅",140757
"迫",140743
"雀",140740
"霸",140625
"窺",140334
"級",140252
"冕",140160
"羌",139920
"併",139883
"澗",139526
"隴",139509
"宛",139065
"沿",138968
"芍",138818
"倦",138711
"汲",138572
"衙",138475
"誥",138468
"菊",138459
"億",138111
"靑",137886
"膝",137865
"遁",137849
"茫",137767
"彩",137606
"咽",137459
"島",137459
"几",136918
"滓",136796
"䕶",136777
"戈",136533
"弄",136528
"爰",135998
"岡",135910
"补",135885
"催",135683
"归",135380
"滄",135315
"荀",135212
"漕",135047
"黒",134947
"囊",134841
"毅",134790
"彰",134748
"鄕",134610
"混",134488
"裂",134419
"鑄",134302
"祇",134182
"汪",134156
"縁",134148
"慨",134059
"偃",133196
"妖",133112
"逾",132966
"杏",132902
"麼",132839
"彥",132817
"歳",132763
"捣",132760
"逕",132735
"仗",132625
"纔",132605
"齡",132516
"淑",132426
"閩",132422
"扇",132275
"疼",131883
"們",131855
"渭",131832
"織",131808
"遜",131792
"啼",131624
"脂",131402
"庵",131224
"赫",131073
"淹",130574
"妨",130525
"擅",130451
"㸃",130419
"矜",130231
"狼",129924
"𨽻",129911
"谓",129824
"膺",129730
"巽",129648
"爛",129423
"炮",129138
"些",128983
"复",128930
"陋",128928
"黍",128687
"庾",128464
"藍",128444
"偉",128379
"床",128332
"仇",128256
"譏",127990
"遥",127916
"抗",127786
"耀",127757
"層",127750
"壑",127624
"邵",127478
"歩",127447
"諦",127426
"爺",127422
"撥",127295
"拱",127147
"夙",126967
"租",126924
"梵",126639
"槃",126505
"氷",126442
"茍",126398
"揖",126234
"畿",126074
"派",125901
"昇",125782
"杭",125470
"網",125434
"潰",125387
"絳",125328
"股",125270
"措",125201
"耆",125188
"罕",125081
"謬",124998
"着",124989
"吴",124942
"嵩",124931
"截",124898
"叙",124709
"戸",124667
"溺",124251
"遞",124212
"默",124172
"弔",124162
"咨",123884
"脱",123809
"蘆",123485
"腎",123359
"禾",123056
"没",122867
"宵",122787
"捐",122724
"羲",122703
"鞭",122690
"饗",122508
"黜",122428
"陪",122109
"腫",121820
"巫",121707
"朗",121529
"臂",121478
"遐",121335
"艮",120984
"戮",120930
"貝",120772
"篆",120742
"謨",120737
"霍",120719
"聴",120600
"孺",120571
"檀",120526
"叩",120495
"驕",120435
"郞",119842
"禱",119612
"緒",119581
"迦",119306
"裘",119276
"簾",119226
"躍",119158
"鈔",119141
"婚",119094
"匡",118920
"霄",118920
"液",118884
"泊",118790
"姊",118771
"顛",118694
"壤",118481
"釣",118416
"巷",118388
"演",118223
"䘮",118213
"敘",118103
"乖",118074
"涯",118049
"蠶",117829
"括",117784
"詐",117709
"恕",117680
"祚",117624
"减",117488
"婢",117280
"毀",116935
"播",116689
"嬰",116550
"争",116500
"虧",116500
"鴈",116464
"酸",116327
"頒",116028
"劾",115989
"榜",115789
"雁",115548
"挾",115529
"飢",115422
"隊",115332
"暖",115286
"忙",115282
"詢",115105
"㡬",115081
"勘",115070
"憤",115065
"栗",115054
"寜",115027
"稟",114861
"挽",114456
"綏",114374
"俸",114300
"邉",114148
"豹",114134
"堤",114050
"斛",114028
"綸",113953
"聯",113615
"軾",113608
"艾",113575
"耿",113539
"認",113384
"牆",113209
"牡",113147
"膽",112940
"症",112903
"漆",112870
"礙",112855
"析",112805
"誘",112494
"瓜",112480
"睿",112346
"喉",112330
"跋",112151
"证",112080
"怠",112060
"竇",112026
"随",111751
"軌",111670
"疮",111625
"俞",111470
"俎",111175
"屠",111102
"募",111083
"蓄",110990
"肾",110985
"枉",110912
"陜",110850
"纂",110810
"菴",110804
"邀",110781
"稀",110659
"貽",110602
"街",110547
"䟽",110362
"喬",110336
"訴",110269
"換",110164
"袖",110045
"疊",110030
"僖",110005
"誕",109915
"促",109623
"肖",109584
"勾",109491
"替",109419
"陟",109373
"姿",109311
"熈",109274
"賑",109169
"韶",109114
"諒",108963
"禎",108868
"鎭",108826
"盗",108670
"祕",108658
"叅",108569
"飽",108422
"繇",108307
"髪",108302
"懇",108204
"刃",108203
"肌",107910
"肿",107769
"匠",107759
"曷",107713
"弁",107689
"湿",107632
"餉",107551
"处",107479
"冲",107345
"涇",107203
"捷",107201
"駭",107140
"搖",107128
"勅",107126
"墳",107052
"闊",107033
"雕",106889
"壓",106865
"鱗",106841
"勲",106785
"儿",106714
"喘",106695
"书",106614
"狗",106584
"逹",106566
"勵",106422
"浴",106415
"矯",106361
"魁",106327
"伴",106251
"款",106251
"閔",106020
"漠",105960
"濫",105758
"亞",105690
"柄",105537
"濤",105489
"籠",105432
"连",105368
"箋",105357
"劇",105331
"雉",105328
"勳",105296
"樊",105286
"誼",105200
"锉",104788
"郁",104708
"洽",104646
"綺",104479
"絡",104477
"疇",104375
"埋",104367
"箕",104352
"抄",104179
"𠉀",103939
"摧",103832
"犀",103784
"廵",103703
"峽",103589
"湛",103563
"橘",103350
"薪",103304
"猷",103258
"銷",103080
"沛",103072
"賁",103027
"臧",102710
"堡",102679
"緯",102672
"牀",102325
"涅",102177
"攜",102155
"瀆",102063
"函",102019
"攀",102009
"賛",101937
"醒",101916
"瑟",101673
"鮑",101597
"縛",101589
"暢",101348
"浚",101067
"棗",100891
"膚",100850
"棺",100838
"壘",100799
"邇",100776
"核",100769
"沐",100712
"彊",100634
"需",100315
"囘",100131
"樵",100069
"評",100015
"匿",99984
"臯",99934
"舎",99855
"裔",99788
"觴",99758
"隻",99726
"暉",99724
"偕",99676
"沃",99620
"盞",99565
"牒",99203
"叟",99184
"椒",99148
"弦",99007
"鼠",98829
"灑",98714
"紳",98633
"幅",98569
"梓",98483
"阜",98438
"粒",98401
"肇",98309
"電",98288
"瘦",98278
"挺",98273
"灸",98162
"絹",98146
"握",97934
"謫",97903
"詰",97834
"屍",97741
"耗",97725
"焙",97510
"嗜",97434
"弑",97431
"眀",97423
"裹",97399
"壅",97336
"拙",97289
"襟",96706
"譯",96693
"隙",96542
"宸",96532
"朽",96418
"闢",96333
"遮",96325
"冦",96323
"檄",96282
"衢",96281
"逰",96195
"梗",95857
"模",95838
"憚",95646
"魄",95551
"沮",95540
"筮",95407
"泻",95374
"棘",95198
"汴",95132
"圃",95123
"乍",95066
"竄",95062
"应",95060
"喚",95025
"勃",94982
"構",94936
"泗",94788
"恶",94675
"粥",94613
"斧",94498
"悼",94418
"肢",94388
"批",94367
"沖",94310
"槐",94255
"邁",94065
"爐",93980
"满",93763
"稼",93721
"隣",93431
"扁",93405
"恣",93309
"吞",93277
"誨",93269
"膠",93074
"縮",93034
"伽",93009
"苔",92999
"长",92905
"輯",92865
"曜",92858
"稻",92843
"膳",92838
"覩",92541
"碩",92532
"飭",92296
"渚",92267
"壹",92147
"芒",91904
"芩",91896
"複",91677
"奕",91353
"姪",91289
"芎",91265
"㠯",91098
"鈞",90963
"綴",90957
"醜",90912
"敝",90885
"悦",90801
"芻",90608
"脏",90605
"蔣",90533
"倘",90455
"瀉",90303
"寥",90226
"袍",90226
"戀",90152
"盏",90011
"畔",89987
"捧",89927
"線",89865
"岑",89848
"輦",89845
"裝",89843
"黙",89823
"欠",89814
"矩",89779
"搜",89715
"寐",89661
"札",89624
"醋",89545
"窗",89329
"陈",89293
"濬",89265
"罵",89226
"偈",89175
"噫",89013
"姐",88978
"潁",88974
"侈",88915
"疲",88756
"邱",88706
"倡",88619
"汾",88609
"慚",88597
"樽",88567
"劑",88490
"论",88457
"帷",88455
"架",88454
"腑",88447
"尖",88360
"確",88338
"梨",88270
"结",88152
"穎",87931
"悶",87886
"阮",87741
"佞",87733
"灣",87674
"莖",87672
"蹈",87617
"珪",87540
"喇",87450
"央",87437
"謗",87325
"籌",87287
"屑",87221
"掛",87204
"国",87093
"態",87080
"貯",87062
"棟",87049
"哥",87005
"甸",86910
"榆",86770
"勁",86633
"癡",86609
"蹇",86558
"紂",86554
"軸",86483
"鄒",86407
"麾",86201
"怕",86195
"夭",86099
"亷",86082
"动",86049
"昊",85589
"旺",85363
"悵",85361
"諾",85241
"稿",85214
"濯",85180
"臭",85099
"綬",84972
"匈",84934
"竝",84919
"透",84880
"森",84854
"懲",84831
"虹",84722
"魔",84594
"藤",84441
"沸",84415
"枳",84385
"戾",84309
"饌",84202
"閻",84132
"店",84121
"蠲",84077
"澹",83907
"劄",83744
"蟬",83688
"萌",83668
"僻",83654
"盆",83651
"牌",83595
"杞",83572
"倭",83544
"騷",83482
"饋",83380
"翟",83362
"臘",83345
"痢",83255
"控",83210
"銓",83181
"笙",83131
"粹",83081
"间",82968
"糾",82937
"难",82921
"鄂",82835
"徧",82748
"鬢",82530
"罗",82458
"穢",82429
"蕪",82420
"覲",82321
"磬",82293
"醴",82232
"睦",82102
"坦",82064
"吃",81918
"押",81886
"衷",81805
"怎",81789
"闔",81782
"佑",81689
"貸",81670
"媚",81580
"歇",81476
"樣",81413
"輙",81407
"扈",81337
"恢",81332
"鉤",81327
"斑",81208
"冤",81194
"甞",81191
"躁",81130
"羸",80933
"緊",80826
"敖",80804
"蓉",80600
"谿",80553
"咳",80498
"揆",80426
"歿",80400
"濡",80354
"揭",80324
"猪",80268
"烦",80161
"棠",80077
"臟",79966
"銳",79838
"圗",79834
"掖",79833
"慘",79803
"涵",79798
"諧",79786
"鳩",79783
"詹",79722
"伺",79699
"奢",79659
"祔",79653
"喧",79584
"抽",79438
"灘",79424
"丕",79335
"胄",79174
"填",79168
"翳",79160
"専",78882
"拉",78822
"煥",78713
"劒",78691
"幷",78663
"劣",78583
"港",78424
"訛",78378
"陝",78332
"豕",78284
"閤",78284
"腳",78218
"虐",77892
"縷",77814
"瓶",77808
"廊",77770
"滴",77752
"脅",77742
"訣",77722
"惶",77667
"邸",77652
"垢",77570
"狹",77528
"葵",77479
"姻",77444
"僭",77396
"另",77368
"鷹",77339
"煉",77332
"崑",77305
"鵲",77270
"拳",77242
"节",77153
"邢",77051
"蔚",76953
"遏",76942
"粲",76936
"璽",76872
"庠",76843
"轅",76789
"须",76697
"嘯",76609
"讚",76592
"愼",76591
"婁",76447
"据",76398
"圣",76388
"岩",76350
"楹",76347
"濃",76180
"壮",76098
"忿",76019
"偷",75972
"冶",75943
"奄",75904
"轍",75861
"拿",75457
"隄",75441
"鄴",75409
"麓",75392
"开",75359
"麝",75349
"漳",75334
"廳",75242
"漿",75167
"脊",75043
"纓",74959
"淪",74940
"祁",74912
"噶",74813
"儼",74520
"療",74463
"传",74342
"税",74320
"恵",74254
"邕",74241
"军",74145
"猿",74067
"筠",74051
"虽",74002
"皓",73967
"东",73952
"沾",73951
"晋",73915
"踏",73735
"剪",73706
"荅",73694
"霽",73531
"絃",73500
"翩",73484
"笛",73450
"閲",73233
"鼔",73150
"计",73050
"邾",72991
"貼",72962
"衮",72922
"挑",72851
"駿",72781
"頤",72724
"軫",72635
"幻",72615
"宥",72615
"臾",72592
"廩",72446
"蔓",72425
"蹟",72315
"轄",72295
"趾",72245
"亢",72222
"輟",72207
"硯",72198
"体",72109
"綽",72086
"芙",71968
"鞍",71854
"炳",71825
"諷",71787
"効",71746
"鷄",71739
"璋",71729
"炭",71681
"录",71610
"尽",71540
"弛",71526
"奎",71464
"邈",71414
"廓",71382
"馭",71326
"禀",71306
"摘",71284
"殯",71203
"惻",71198
"竿",71128
"隘",71118
"簷",71058
"柯",71055
"灼",71015
"蹤",71007
"訊",70948
"翊",70905
"腐",70882
"纖",70821
"蘊",70774
"状",70729
"踈",70724
"恪",70614
"肠",70609
"疋",70555
"睹",70551
"站",70522
"讒",70456
"积",70353
"璞",70333
"瑤",70311
"株",70306
"义",70238
"淋",70162
"技",70114
"帆",70104
"龙",70031
"讎",69995
"懋",69857
"牟",69757
"頑",69743
"鎖",69648
"兔",69613
"怯",69608
"簫",69459
"閨",69328
"愆",69320
"妣",69311
"濱",69235
"羈",69232
"慟",69200
"酋",69102
"凍",69100
"搗",69100
"郢",69070
"冢",69057
"侮",69047
"驟",68969
"埃",68939
"怡",68893
"膈",68807
"搏",68773
"惕",68720
"禘",68647
"嫡",68617
"万",68509
"堰",68503
"辜",68501
"詭",68461
"贖",68428
"滕",68332
"皂",68322
"吝",68299
"腦",68297
"鬚",68215
"楷",68212
"糊",68208
"蜂",68170
"榻",68167
"琳",68079
"蛟",68072
"慙",68033
"恬",67963
"羨",67913
"莒",67907
"弩",67894
"籬",67864
"墻",67850
"徇",67845
"愍",67841
"誇",67585
"悖",67515
"酣",67513
"捉",67511
"齎",67476
"圜",67475
"聳",67460
"檜",67413
"歛",67412
"繆",67367
"勑",67341
"踵",67323
"芥",67172
"萃",67162
"瞿",67110
"嗽",66958
"郵",66955
"鶯",66944
"譚",66825
"忝",66816
"玆",66799
"劳",66637
"𤓰",66204
"觧",66051
"償",66025
"塲",66011
"綵",66007
"妇",65958
"彬",65936
"針",65921
"潜",65874
"陌",65830
"漲",65799
"暨",65779
"繪",65671
"昂",65628
"酷",65609
"槩",65539
"跨",65357
"逋",65313
"闌",65300
"軟",65215
"坑",65182
"冉",65086
"樸",65002
"喀",64992
"墟",64825
"岱",64818
"賂",64813
"匕",64753
"窟",64708
"嘔",64691
"仆",64680
"贍",64611
"湧",64506
"册",64411
"痘",64303
"产",64295
"鵠",64218
"琅",64173
"爪",64140
"忤",63926
"桀",63908
"葱",63768
"繹",63622
"械",63522
"蹄",63458
"鉅",63449
"簪",63365
"渺",63363
"兢",63295
"掘",63280
"杳",63152
"概",63129
"煌",63044
"欄",62860
"吸",62843
"撓",62784
"勺",62733
"謚",62726
"跳",62606
"糴",62543
"豁",62508
"詎",62492
"迄",62411
"傲",62389
"兀",62383
"巍",62342
"问",62339
"𦵏",62328
"黔",62254
"彝",62207
"歆",62175
"霖",62153
"欵",62070
"厄",61829
"堆",61824
"迪",61796
"柩",61738
"迭",61663
"熒",61559
"蘿",61490
"匀",61396
"塊",61385
"掾",61367
"凰",61366
"濮",61302
"熏",61245
"鐸",61240
"皎",61235
"茹",61191
"徊",61188
"牘",61173
"鬥",61115
"杵",61076
"乂",61028
"攘",60877
"撤",60872
"闈",60807
"痕",60727
"薰",60720
"𩔖",60705
"紗",60481
"驍",60458
"驢",60450
"涎",60420
"輅",60405
"彖",60361
"遑",60338
"壊",60301
"潞",60225
"瀛",60198
"剉",60155
"沂",60107
"鞠",60039
"虫",60016
"骸",59949
"瑜",59904
"妓",59903
"瑩",59896
"餓",59893
"隕",59800
"㳺",59798
"渙",59788
"滌",59747
"个",59595
"擲",59542
"极",59515
"峙",59511
"狩",59489
"马",59274
"兌",59232
"攷",59221
"頸",59208
"闇",59186
"鬻",59179
"廻",59174
"娥",59081
"従",59066
"箴",59018
"懈",59004
"秒",58997
"臻",58993
"呵",58945
"䖍",58902
"釁",58892
"疫",58819
"鵬",58716
"栢",58647
"剖",58606
"寃",58561
"芬",58511
"滔",58503
"怖",58386
"韜",58213
"屨",58195
"㕘",58189
"洩",58141
"稚",58132
"禧",58091
"变",58060
"涂",58035
"綜",58010
"蹕",57969
"嶠",57959
"迺",57945
"驪",57938
"闡",57893
"蔬",57853
"蠱",57809
"梯",57792
"閘",57779
"蝶",57739
"拯",57731
"毗",57669
"鉞",57497
"靣",57489
"牖",57487
"寰",57424
"渥",57303
"熾",57243
"雌",57233
"匱",57218
"堵",57076
"扣",57055
"纎",56973
"烹",56878
"刪",56840
"琦",56826
"关",56784
"胜",56747
"濶",56734
"儻",56723
"槍",56713
"芦",56707
"嬌",56647
"蒿",56564
"組",56509
"凱",56397
"縫",56341
"餅",56336
"吁",56311
"硬",56310
"孜",56304
"飮",56155
"汀",56113
"竺",56107
"址",56054
"倪",56044
"貲",56040
"遯",56035
"脹",56011
"皋",55996
"进",55933
"逵",55910
"剂",55906
"帽",55851
"擔",55827
"扎",55821
"扉",55818
"凖",55677
"喝",55645
"轡",55577
"蟻",55523
"嚮",55491
"惊",55460
"緝",55458
"髓",55440
"迂",55346
"彪",55271
"檻",55245
"熹",55139
"闻",55088
"賄",54993
"餌",54959
"鷗",54933
"俘",54919
"醇",54818
"寮",54799
"笏",54776
"隐",54725
"㓜",54689
"諌",54665
"县",54632
"鷺",54631
"渉",54614
"净",54578
"繕",54551
"它",54463
"窓",54307
"剌",54307
"迥",54292
"养",54281
"会",54271
"漂",54266
"异",54253
"栽",54243
"㸔",54240
"敞",54231
"鹵",54178
"胀",54178
"霑",54102
"斃",54091
"賚",54091
"庇",54084
"红",54080
"乌",54048
"娛",54040
"贓",54032
"緡",53958
"湏",53956
"畆",53902
"瘥",53897
"携",53841
"矧",53820
"衫",53820
"轻",53780
"汙",53780
"溥",53778
"球",53731
"鞏",53701
"㧞",53532
"培",53528
"苞",53400
"誡",53361
"叱",53317
"糞",53308
"臍",53187
"駒",53159
"溉",53129
"剝",53122
"疽",53119
"惰",53088
"搆",53080
"迨",53080
"餐",53041
"婉",52997
"寔",52983
"荘",52951
"蹙",52858
"凋",52841
"鉛",52818
"藜",52814
"翹",52799
"楓",52792
"軀",52780
"憾",52761
"瑕",52745
"鈎",52737
"竈",52709
"夔",52648
"曇",52631
"刊",52591
"虔",52526
"寞",52500
"总",52494
"耽",52434
"楫",52363
"徘",52345
"远",52278
"肘",52211
"唾",52058
"唇",52017
"蟠",51975
"叨",51955
"豎",51939
"瑶",51888
"甕",51843
"麦",51839
"熬",51822
"剎",51756
"挂",51756
"运",51752
"迤",51699
"葺",51665
"说",51649
"烝",51603
"榔",51601
"逍",51561
"蝕",51525
"语",51508
"桔",51497
"呕",51497
"学",51444
"曼",51444
"馨",51357
"馴",51353
"甄",51345
"医",51320
"揺",51185
"駁",51164
"倣",51074
"恆",51035
"壩",50964
"斟",50833
"翅",50805
"碣",50803
"縈",50733
"许",50691
"轂",50604
"张",50535
"拓",50524
"岁",50467
"籩",50467
"芽",50456
"竅",50408
"绝",50399
"孕",50368
"褐",50334
"溟",50325
"挈",50308
"枣",50285
"鑾",50284
"声",50281
"痹",50270
"卵",50230
"弧",50171
"类",50155
"蠡",50132
"侃",50067
"穹",49945
"蠟",49944
"奬",49900
"潼",49699
"芷",49635
"絮",49630
"冝",49630
"頁",49615
"撲",49588
"黯",49538
"翦",49492
"夘",49468
"絰",49431
"収",49345
"寤",49333
"㝠",49327
"驥",49253
"憫",49253
"鍊",49204
"猥",49138
"羡",49098
"拍",49092
"幄",49045
"瑾",49026
"壻",48900
"兇",48898
"项",48898
"徼",48891
"濠",48879
"棹",48825
"恰",48801
"憎",48787
"撮",48770
"曳",48660
"硝",48618
"峨",48599
"鑲",48570
"俠",48507
"纏",48499
"睢",48450
"瑣",48397
"趕",48303
"鉢",48290
"瀾",48274
"恍",48268
"逞",48266
"緇",48232
"筭",48119
"茱",48103
"悍",48088
"胷",48056
"袂",48046
"蚤",47937
"独",47871
"巒",47857
"转",47810
"懶",47793
"礼",47721
"鴉",47717
"囂",47692
"插",47689
"卫",47672
"遶",47599
"筍",47599
"胆",47598
"嬪",47567
"龔",47508
"躋",47506
"麽",47484
"廡",47448
"薊",47443
"迅",47404
"銖",47400
"媒",47394
"洙",47381
"种",47374
"欒",47359
"駟",47354
"𡘋",47334
"栖",47305
"翕",47277
"覓",47258
"卞",47222
"凄",47148
"脯",47088
"殖",47086
"鬬",47031
"针",47030
"佚",47027
"毘",46872
"鴨",46843
"鴛",46835
"烧",46835
"苛",46826
"灾",46810
"甥",46780
"酢",46778
"盥",46742
"屛",46630
"礪",46547
"虢",46492
"倖",46486
"肱",46411
"腥",46313
"泯",46298
"众",46281
"㦸",46264
"脐",46223
"頴",46205
"縉",46162
"潦",46133
"耐",46083
"迢",46071
"孽",46066
"蔭",46023
"鵝",45992
"訂",45910
"薇",45882
"耦",45867
"𡚁",45866
"狎",45861
"鹹",45848
"剥",45841
"黛",45797
"师",45756
"訥",45731
"仞",45715
"稠",45715
"殤",45703
"渤",45670
"戟",45650
"膿",45647
"宁",45643
"贄",45630
"葦",45580
"燎",45551
"罹",45538
"裙",45523
"噬",45453
"盍",45419
"涸",45418
"孩",45412
"悌",45398
"紋",45343
"乱",45338
"挹",45317
"褚",45312
"晁",45295
"𫎇",45280
"涩",45258
"曩",45169
"衾",45118
"醢",45115
"议",45071
"駱",45055
"猗",44942
"幢",44911
"墾",44906
"簇",44833
"稜",44777
"妝",44775
"蔑",44761
"豚",44746
"覃",44684
"炊",44666
"釀",44641
"胤",44617
"蓍",44570
"蕙",44544
"涓",44421
"臚",44414
"昉",44404
"婿",44392
"兗",44365
"汎",44306
"灵",44305
"髻",44302
"损",44301
"弭",44298
"隷",44272
"惇",44246
"雒",44162
"譴",44161
"沔",44124
"叉",44116
"请",43988
"寘",43974
