character,laoguoyin,zhuyin,ipa,codepoint
揥,ti4,ㄊㄧ4,tʰi4,U+63E5
揩,kai1,ㄎㄞ1,kʰaɪ1,U+63E9
揪,zieu1,ㄗㄧㄡ1,tsiɔʊ1,U+63EA
揫,zieu1,ㄗㄧㄡ1,tsiɔʊ1,U+63EB
揭,jie5,ㄐㄧㄝ5,tɕiɛ5,U+63ED
揭,qi4,ㄑㄧ4,tɕʰi4,U+63ED
揮,huei1,ㄏㄨㄟ1,xueɪ1,U+63EE
揳,jia5,ㄐㄧㄚ5,tɕiɑ5,U+63F3
揳,sie5,ㄙㄧㄝ5,siɛ5,U+63F3
援,yuan2,ㄩㄢ2,,U+63F4
搉,jio5,ㄐㄧㄛ5,tɕiɔ5,U+6409
搋,chi3,ㄔㄭ3,ʈʂʰɨ3,U+640B
搋,chuai1,ㄔㄨㄞ1,ʈʂʰuaɪ1,U+640B
損,sun3,ㄙㄨㄣ3,suən3,U+640D
搏,bo5,ㄅㄛ5,pɔ5,U+640F
搓,co1,ㄘㄛ1,tsʰɔ1,U+6413
搔,sau1,ㄙㄠ1,sɑʊ1,U+6414
搖,yau2,ㄧㄠ2,iɑʊ2,U+6416
搗,dau3,ㄉㄠ3,tɑʊ3,U+6417
搜,seu1,ㄙㄡ1,soʊ1,U+641C
搧,shan1,ㄕㄢ1,ʂan1,U+6427
搨,ta5,ㄊㄚ5,tʰa5,U+6428
搬,ban1,ㄅㄢ1,pan1,U+642C
搭,da5,ㄉㄚ5,ta5,U+642D
搭,ta5,ㄊㄚ5,tʰa5,U+642D
搯,tau1,ㄊㄠ1,tʰɑʊ1,U+642F
搶,chuang3,ㄔㄨㄤ3,,U+6436
搶,ciang3,ㄘㄧㄤ3,,U+6436
搽,cha2,ㄔㄚ2,ʈʂʰa2,U+643D
摔,shuai1,ㄕㄨㄞ1,ʂuaɪ1,U+6454
摔,shuai3,ㄕㄨㄞ3,ʂuaɪ3,U+6454
摘,zheo5,ㄓㄜ5,ʈʂɤ5,U+6458
摟,leu1,ㄌㄡ1,loʊ1,U+645F
摟,leu2,ㄌㄡ2,loʊ2,U+645F
摟,leu3,ㄌㄡ3,loʊ3,U+645F
摩,mo2,ㄇㄛ2,mɔ2,U+6469
摮,ngau2,ㄫㄠ2,ŋɑʊ2,U+646E
摮,qiau1,ㄑㄧㄠ1,tɕʰiɑʊ1,U+646E
摵,sho5,ㄕㄛ5,ʂɔ5,U+6475
摵,shu5,ㄕㄨ5,ʂu5,U+6475
摶,tuan2,ㄊㄨㄢ2,tʰuan2,U+6476
摶,zhuan4,ㄓㄨㄢ4,ʈʂuan4,U+6476
摺,zhe5,ㄓㄝ5,ʈʂɛ5,U+647A
摺,zheo5,ㄓㄜ5,ʈʂɤ5,U+647A
摻,shan3,ㄕㄢ3,ʂan3,U+647B
摻,sian1,ㄙㄧㄢ1,siɛn1,U+647B
撅,guei4,ㄍㄨㄟ4,kueɪ4,U+6485
撅,jyue5,ㄐㄩㄝ5,tɕyɛ5,U+6485
撇,pie5,ㄆㄧㄝ5,pʰiɛ5,U+6487
撈,lau1,ㄌㄠ1,lɑʊ1,U+6488
撈,lau2,ㄌㄠ2,lɑʊ2,U+6488
撏,sian2,ㄙㄧㄢ2,siɛn2,U+648F
撏,sin2,ㄙㄧㄣ2,sin2,U+648F
撐,cheng1,ㄔㄥ1,ʈʂʰəŋ1,U+6490
撑,cheng1,ㄔㄥ1,ʈʂʰəŋ1,U+6491
撒,sa5,ㄙㄚ5,sa5,U+6492
撓,nau2,ㄋㄠ2,nɑʊ2,U+6493
撕,si1,ㄙㄭ1,sɨ1,U+6495
撞,chuang2,ㄔㄨㄤ2,,U+649E
撞,chuang4,ㄔㄨㄤ4,,U+649E
撞,zhuang4,ㄓㄨㄤ4,,U+649E
撣,shan2,ㄕㄢ2,ʂan2,U+64A3
撣,tan3,ㄊㄢ3,tʰan3,U+64A3
撤,che5,ㄔㄝ5,ʈʂʰɛ5,U+64A4
撤,cheo5,ㄔㄜ5,ʈʂʰɤ5,U+64A4
撥,bo5,ㄅㄛ5,pɔ5,U+64A5
撫,fu3,ㄈㄨ3,fu3,U+64AB
播,bo1,ㄅㄛ1,pɔ1,U+64AD
播,bo3,ㄅㄛ3,pɔ3,U+64AD
播,bo4,ㄅㄛ4,pɔ4,U+64AD
撮,ce5,ㄘㄝ5,tsʰɛ5,U+64AE
撮,ceo5,ㄘㄜ5,tsʰɤ5,U+64AE
撮,cuo5,ㄘㄨㄛ5,tsʰuɔ5,U+64AE
撰,zhuan4,ㄓㄨㄢ4,ʈʂuan4,U+64B0
撲,pu5,ㄆㄨ5,pʰu5,U+64B2
擁,yung3,,,U+64C1
擂,lei2,ㄌㄟ2,leɪ2,U+64C2
擅,shan4,ㄕㄢ4,ʂan4,U+64C5
擇,zheo5,ㄓㄜ5,ʈʂɤ5,U+64C7
擊,ji5,ㄐㄧ5,tɕi5,U+64CA
擋,dang3,ㄉㄤ3,tɑŋ3,U+64CB
擋,dang4,ㄉㄤ4,tɑŋ4,U+64CB
操,cau1,ㄘㄠ1,tsʰɑʊ1,U+64CD
操,cau4,ㄘㄠ4,tsʰɑʊ4,U+64CD
擒,qin2,ㄑㄧㄣ2,tɕʰin2,U+64D2
擔,dan1,ㄉㄢ1,tan1,U+64D4
擔,dan4,ㄉㄢ4,tan4,U+64D4
擖,qia5,ㄑㄧㄚ5,tɕʰiɑ5,U+64D6
擖,zha5,ㄓㄚ5,ʈʂa5,U+64D6
擘,bai1,ㄅㄞ1,paɪ1,U+64D8
擘,bi5,ㄅㄧ5,pi5,U+64D8
擘,bo5,ㄅㄛ5,pɔ5,U+64D8
據,jyu4,ㄐㄩ4,tɕy4,U+64DA
擠,zyi3,ㄗㄧ3,tsi3,U+64E0
擡,tai2,ㄊㄞ2,tʰaɪ2,U+64E1
擣,dau3,ㄉㄠ3,tɑʊ3,U+64E3
擦,ca5,ㄘㄚ5,tsʰa5,U+64E6
擦,cha5,ㄔㄚ5,ʈʂʰa5,U+64E6
擩,ru2,ㄖㄨ2,ʐu2,U+64E9
擬,nji3,ㄬㄧ3,ɲi3,U+64EC
擰,njing2,ㄬㄧㄥ2,,U+64F0
擱,go5,ㄍㄛ5,kɔ5,U+64F1
擴,kuo5,ㄎㄨㄛ5,kʰuɔ5,U+64F4
擸,la5,ㄌㄚ5,la5,U+64F8
擸,lie5,ㄌㄧㄝ5,liɛ5,U+64F8
擺,bai3,ㄅㄞ3,paɪ3,U+64FA
擿,ti5,ㄊㄧ5,tʰi5,U+64FF
擿,zhi5,ㄓㄭ5,ʈʂɨ5,U+64FF
攀,pan1,ㄆㄢ1,pʰan1,U+6500
攆,njian3,ㄬㄧㄢ3,ɲiɛn3,U+6506
攏,lung2,ㄌㄨㄥ2,lʊŋ2,U+650F
攏,lung3,ㄌㄨㄥ3,lʊŋ3,U+650F
攙,chan1,ㄔㄢ1,ʈʂʰan1,U+6519
攝,njie5,ㄬㄧㄝ5,ɲiɛ5,U+651D
攝,she5,ㄕㄝ5,ʂɛ5,U+651D
攝,zhe5,ㄓㄝ5,ʈʂɛ5,U+651D
攤,nan4,ㄋㄢ4,nan4,U+6524
攤,tan1,ㄊㄢ1,tʰan1,U+6524
攪,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+652A
攫,jyuo5,ㄐㄩㄛ5,tɕyɔ5,U+652B
攬,lan3,ㄌㄢ3,lan3,U+652C
支,ie,ㄧㄝ,iɛ,U+652F
支,zhi1,ㄓㄭ1,ʈʂɨ1,U+652F
收,sheu1,ㄕㄡ1,ʂoʊ1,U+6536
攷,kau3,ㄎㄠ3,kʰɑʊ3,U+6537
攸,yeu1,ㄧㄡ1,iɔʊ1,U+6538
改,gai3,ㄍㄞ3,kaɪ3,U+6539
攻,gung1,ㄍㄨㄥ1,kʊŋ1,U+653B
放,fang4,ㄈㄤ4,fɑŋ4,U+653E
故,gu4,ㄍㄨ4,ku4,U+6545
效,xiau4,ㄒㄧㄠ4,ɕiɑʊ4,U+6548
敏,min3,ㄇㄧㄣ3,min3,U+654F
敗,bai4,ㄅㄞ4,paɪ4,U+6557
敘,syu4,ㄙㄩ4,sy4,U+6558
教,jiau1,ㄐㄧㄠ1,tɕiɑʊ1,U+6559
教,jiau4,ㄐㄧㄠ4,tɕiɑʊ4,U+6559
敞,chang3,ㄔㄤ3,ʈʂʰɑŋ3,U+655E
敢,gan3,ㄍㄢ3,kan3,U+6562
散,san3,ㄙㄢ3,san3,U+6563
散,san4,ㄙㄢ4,san4,U+6563
敦,diau1,ㄉㄧㄠ1,tiɑʊ1,U+6566
敦,duei1,ㄉㄨㄟ1,tueɪ1,U+6566
敦,dun1,ㄉㄨㄣ1,tuən1,U+6566
敦,tuan2,ㄊㄨㄢ2,tʰuan2,U+6566
敦,tun2,ㄊㄨㄣ2,tʰuən2,U+6566
敫,jiau4,ㄐㄧㄠ4,tɕiɑʊ4,U+656B
敫,yo5,ㄧㄛ5,iɔ5,U+656B
敲,qiau1,ㄑㄧㄠ1,tɕʰiɑʊ1,U+6572
整,zheng3,ㄓㄥ3,ʈʂəŋ3,U+6574
敵,di5,ㄉㄧ5,ti5,U+6575
數,shu3,ㄕㄨ3,ʂu3,U+6578
數,shu4,ㄕㄨ4,ʂu4,U+6578
數,shuo5,ㄕㄨㄛ5,ʂuɔ5,U+6578
敺,eu3,ㄡ3,oʊ3,U+657A
敺,qyu1,ㄑㄩ1,tɕʰy1,U+657A
斁,du4,ㄉㄨ4,tu4,U+6581
斁,yi5,ㄧ5,i5,U+6581
文,un2,ㄨㄣ2,uən2,U+6587
文,wen2,ㄨㄣ2,uən2,U+6587
斌,bin1,ㄅㄧㄣ1,pin1,U+658C
斑,ban1,ㄅㄢ1,pan1,U+6591
斗,deu3,ㄉㄡ3,toʊ3,U+6597
斛,hu5,ㄏㄨ5,xu5,U+659B
斜,sia2,ㄙㄧㄚ2,siɑ2,U+659C
斜,sie2,ㄙㄧㄝ2,siɛ2,U+659C
斟,zhen1,ㄓㄣ1,ʈʂən1,U+659F
斤,jin1,ㄐㄧㄣ1,tɕin1,U+65A4
斥,cheo5,ㄔㄜ5,ʈʂʰɤ5,U+65A5
斥,chi5,ㄔㄭ5,ʈʂʰɨ5,U+65A5
斧,fu3,ㄈㄨ3,fu3,U+65A7
斫,zho5,ㄓㄛ5,ʈʂɔ5,U+65AB
斬,zhan3,ㄓㄢ3,ʈʂan3,U+65AC
斯,si1,ㄙㄭ1,sɨ1,U+65AF
新,sin1,ㄙㄧㄣ1,sin1,U+65B0
斷,duan4,ㄉㄨㄢ4,tuan4,U+65B7
方,fang,ㄈㄤ,fɑŋ,U+65B9
方,fang1,ㄈㄤ1,fɑŋ1,U+65B9
於,i,ㄧ,i,U+65BC
於,wu1,ㄨ1,u1,U+65BC
於,yu1,ㄩ1,y1,U+65BC
於,yu2,ㄩ2,y2,U+65BC
施,shi1,ㄕㄭ1,ʂɨ1,U+65BD
施,shi3,ㄕㄭ3,ʂɨ3,U+65BD
施,shi4,ㄕㄭ4,ʂɨ4,U+65BD
施,yi4,ㄧ4,i4,U+65BD
旅,lyu3,ㄌㄩ3,ly3,U+65C5
旋,syuan2,ㄙㄩㄢ2,,U+65CB
族,zeu4,ㄗㄡ4,tsoʊ4,U+65CF
族,zu5,ㄗㄨ5,tsu5,U+65CF
旙,fan1,ㄈㄢ1,fan1,U+65D9
日,ri5,ㄖㄭ5,ʐɨ5,U+65E5
日,riw,ㄖㄭ,ʐɨ,U+65E5
旦,dan4,ㄉㄢ4,tan4,U+65E6
早,zau3,ㄗㄠ3,tsɑʊ3,U+65E9
旬,syun2,ㄙㄩㄣ2,,U+65EC
旭,xyu5,ㄒㄩ5,ɕy5,U+65ED
旱,han4,ㄏㄢ4,xan4,U+65F1
旺,wang4,ㄨㄤ4,,U+65FA
昂,ang,ㄤ,ɑŋ,U+6602
昂,ngang2,ㄫㄤ2,ŋɑŋ2,U+6602
昃,zeo5,ㄗㄜ5,tsɤ5,U+6603
昆,hun2,ㄏㄨㄣ2,xuən2,U+6606
昆,kun1,ㄎㄨㄣ1,kʰuən1,U+6606
昌,chang1,ㄔㄤ1,ʈʂʰɑŋ1,U+660C
明,ming2,ㄇㄧㄥ2,,U+660E
昏,hun1,ㄏㄨㄣ1,xuən1,U+660F
易,yi4,ㄧ4,i4,U+6613
易,yi5,ㄧ5,i5,U+6613
昔,co5,ㄘㄛ5,tsʰɔ5,U+6614
星,sing1,ㄙㄧㄥ1,,U+661F
映,ing4,ㄧㄥ4,,U+6620
映,ying4,ㄧㄧㄥ4,,U+6620
春,chun1,ㄔㄨㄣ1,ʈʂʰuən1,U+6625
昧,mei4,ㄇㄟ4,meɪ4,U+6627
昨,zuo5,ㄗㄨㄛ5,tsuɔ5,U+6628
是,shi,ㄕㄭ,ʂɨ,U+662F
是,shi4,ㄕㄭ4,ʂɨ4,U+662F
昴,mau3,ㄇㄠ3,mɑʊ3,U+6634
時,shi2,ㄕㄭ2,ʂɨ2,U+6642
晉,zin4,ㄗㄧㄣ4,tsin4,U+6649
晝,zheu4,ㄓㄡ4,ʈʂoʊ4,U+665D
普,pu3,ㄆㄨ3,pʰu3,U+666E
晴,cing2,ㄘㄧㄥ2,,U+6674
晷,guei3,ㄍㄨㄟ3,kueɪ3,U+6677
暈,yun4,,,U+6688
暉,huei1,ㄏㄨㄟ1,xueɪ1,U+6689
暑,shu3,ㄕㄨ3,ʂu3,U+6691
暖,nuan3,ㄋㄨㄢ3,nuan3,U+6696
暖,xyuan1,ㄒㄩㄢ1,,U+6696
暗,an4,ㄢ4,an4,U+6697
暢,chang4,ㄔㄤ4,ʈʂʰɑŋ4,U+66A2
暫,zan4,ㄗㄢ4,tsan4,U+66AB
暮,mu4,ㄇㄨ4,mu4,U+66AE
暴,bau4,ㄅㄠ4,pɑʊ4,U+66B4
暴,pu5,ㄆㄨ5,pʰu5,U+66B4
暹,sian1,ㄙㄧㄢ1,siɛn1,U+66B9
曆,li5,ㄌㄧ5,li5,U+66C6
曉,xiau3,ㄒㄧㄠ3,ɕiɑʊ3,U+66C9
曬,chi1,ㄔㄭ1,ʈʂʰɨ1,U+66EC
曬,shai4,ㄕㄞ4,ʂaɪ4,U+66EC
曰,yue5,ㄩㄝ5,yɛ5,U+66F0
曲,qyu5,ㄑㄩ5,tɕʰy5,U+66F2
更,geng1,ㄍㄥ1,kəŋ1,U+66F4
更,geng4,ㄍㄥ4,kəŋ4,U+66F4
曷,ho5,ㄏㄛ5,xɔ5,U+66F7
書,shu1,ㄕㄨ1,ʂu1,U+66F8
書,yi5,ㄧ5,i5,U+66F8
曹,cau2,ㄘㄠ2,tsʰɑʊ2,U+66F9
曾,ceng2,ㄘㄥ2,tsʰəŋ2,U+66FE
曾,zeng1,ㄗㄥ1,tsəŋ1,U+66FE
替,ti4,ㄊㄧ4,tʰi4,U+66FF
最,zuei4,ㄗㄨㄟ4,tsueɪ4,U+6700
會,huei4,ㄏㄨㄟ4,xueɪ4,U+6703
會,kuai4,ㄎㄨㄞ4,kʰuaɪ4,U+6703
月,yue5,ㄩㄝ5,yɛ5,U+6708
有,yeu,ㄧㄡ,iɔʊ,U+6709
有,yeu3,ㄧㄡ3,iɔʊ3,U+6709
朋,peng2,ㄆㄥ2,pʰəŋ2,U+670B
服,fu5,ㄈㄨ5,fu5,U+670D
朏,fei3,ㄈㄟ3,feɪ3,U+670F
朏,pei4,ㄆㄟ4,pʰeɪ4,U+670F
朐,qyu2,ㄑㄩ2,tɕʰy2,U+6710
朐,xyu5,ㄒㄩ5,ɕy5,U+6710
朔,shuo5,ㄕㄨㄛ5,ʂuɔ5,U+6714
朕,zhen3,ㄓㄣ3,ʈʂən3,U+6715
朕,zhen4,ㄓㄣ4,ʈʂən4,U+6715
朗,lang3,ㄌㄤ3,lɑŋ3,U+6717
朘,zuei1,ㄗㄨㄟ1,tsueɪ1,U+6718
朘,zyuan1,ㄗㄩㄢ1,,U+6718
望,wang4,ㄨㄤ4,,U+671B
朝,chau2,ㄔㄠ2,ʈʂʰɑʊ2,U+671D
朝,zhau1,ㄓㄠ1,ʈʂɑʊ1,U+671D
期,ji1,ㄐㄧ1,tɕi1,U+671F
期,qi2,ㄑㄧ2,tɕʰi2,U+671F
朦,mung2,ㄇㄨㄥ2,mʊŋ2,U+6726
朧,lung2,ㄌㄨㄥ2,lʊŋ2,U+6727
木,mo5,ㄇㄛ5,mɔ5,U+6728
木,mu5,ㄇㄨ5,mu5,U+6728
未,vei4,ㄪㄟ4,ʋeɪ4,U+672A
未,vi4,ㄪㄧ4,ʋi4,U+672A
本,ben3,ㄅㄣ3,pən3,U+672C
札,zha5,ㄓㄚ5,ʈʂa5,U+672D
朱,zhu1,ㄓㄨ1,ʈʂu1,U+6731
朵,duo,ㄉㄨㄛ,tuɔ,U+6735
朵,duo3,ㄉㄨㄛ3,tuɔ3,U+6735
朶,duo3,ㄉㄨㄛ3,tuɔ3,U+6736
机,ji1,ㄐㄧ1,tɕi1,U+673A
朽,xieu3,ㄒㄧㄡ3,ɕiɔʊ3,U+673D
朽,xieu4,ㄒㄧㄡ4,ɕiɔʊ4,U+673D
朾,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+673E
朾,ting1,ㄊㄧㄥ1,,U+673E
杆,gan1,ㄍㄢ1,kan1,U+6746
杉,shan1,ㄕㄢ1,ʂan1,U+6749
李,li3,ㄌㄧ3,li3,U+674E
杏,xing4,ㄒㄧㄥ4,,U+674F
材,cai2,ㄘㄞ2,tsʰaɪ2,U+6750
村,cun1,ㄘㄨㄣ1,tsʰuən1,U+6751
杓,biau1,ㄅㄧㄠ1,piɑʊ1,U+6753
杓,sho5,ㄕㄛ5,ʂɔ5,U+6753
杖,zhang4,ㄓㄤ4,ʈʂɑŋ4,U+6756
杜,du4,ㄉㄨ4,tu4,U+675C
杞,qi3,ㄑㄧ3,tɕʰi3,U+675E
束,shu5,ㄕㄨ5,ʂu5,U+675F
杠,gang1,ㄍㄤ1,kɑŋ1,U+6760
杠,gung1,ㄍㄨㄥ1,kʊŋ1,U+6760
条,tiau2,ㄊㄧㄠ2,tʰiɑʊ2,U+6761
杭,hang2,ㄏㄤ2,xɑŋ2,U+676D
杯,bei1,ㄅㄟ1,peɪ1,U+676F
東,dung1,ㄉㄨㄥ1,tʊŋ1,U+6771
東,ung,ㄨㄥ,ʊŋ,U+6771
杳,yau3,ㄧㄠ3,iɑʊ3,U+6773
杵,chu3,ㄔㄨ3,ʈʂʰu3,U+6775
杻,cheu3,ㄔㄡ3,ʈʂʰoʊ3,U+677B
杻,njieu3,ㄬㄧㄡ3,ɲiɔʊ3,U+677B
杼,shu4,ㄕㄨ4,ʂu4,U+677C
杼,zhu4,ㄓㄨ4,ʈʂu4,U+677C
松,sung1,ㄙㄨㄥ1,sʊŋ1,U+677E
板,ban3,ㄅㄢ3,pan3,U+677F
枇,bi3,ㄅㄧ3,pi3,U+6787
枇,bi4,ㄅㄧ4,pi4,U+6787
枇,pi2,ㄆㄧ2,pʰi2,U+6787
枉,wang3,ㄨㄤ3,,U+6789
枓,deu3,ㄉㄡ3,toʊ3,U+6793
枓,zhu3,ㄓㄨ3,ʈʂu3,U+6793
枕,zhen3,ㄓㄣ3,ʈʂən3,U+6795
林,lin2,ㄌㄧㄣ2,lin2,U+6797
枚,mei2,ㄇㄟ2,meɪ2,U+679A
果,guo3,ㄍㄨㄛ3,kuɔ3,U+679C
枝,zhi1,ㄓㄭ1,ʈʂɨ1,U+679D
枯,ku1,ㄎㄨ1,kʰu1,U+67AF
枱,tai2,ㄊㄞ2,tʰaɪ2,U+67B1
枱,yi2,ㄧ2,i2,U+67B1
枳,ji3,ㄐㄧ3,tɕi3,U+67B3
枳,zhi3,ㄓㄭ3,ʈʂɨ3,U+67B3
架,jia4,ㄐㄧㄚ4,tɕiɑ4,U+67B6
枷,jia1,ㄐㄧㄚ1,tɕiɑ1,U+67B7
枸,geu3,ㄍㄡ3,koʊ3,U+67B8
枸,jyu3,ㄐㄩ3,tɕy3,U+67B8
枹,bau1,ㄅㄠ1,pɑʊ1,U+67B9
枹,fu2,ㄈㄨ2,fu2,U+67B9
柁,do4,ㄉㄛ4,tɔ4,U+67C1
柍,ang3,ㄤ3,ɑŋ3,U+67CD
柍,ying3,ㄧㄧㄥ3,,U+67CD
柑,gan1,ㄍㄢ1,kan1,U+67D1
柑,qian2,ㄑㄧㄢ2,tɕʰiɛn2,U+67D1
柒,cyi5,ㄘㄧ5,tsʰi5,U+67D2
染,ran3,ㄖㄢ3,ʐan3,U+67D3
柔,reu2,ㄖㄡ2,ʐoʊ2,U+67D4
柙,jia5,ㄐㄧㄚ5,tɕiɑ5,U+67D9
柙,xia5,ㄒㄧㄚ5,ɕiɑ5,U+67D9
柚,yeu4,ㄧㄡ4,iɔʊ4,U+67DA
柞,zeo5,ㄗㄜ5,tsɤ5,U+67DE
柞,zo5,ㄗㄛ5,tsɔ5,U+67DE
柣,zhi5,ㄓㄭ5,ʈʂɨ5,U+67E3
柤,zha1,ㄓㄚ1,ʈʂa1,U+67E4
柤,zu1,ㄗㄨ1,tsu1,U+67E4
查,cha2,ㄔㄚ2,ʈʂʰa2,U+67E5
查,zha1,ㄓㄚ1,ʈʂa1,U+67E5
柮,du5,ㄉㄨ5,tu5,U+67EE
柮,na5,ㄋㄚ5,na5,U+67EE
柮,zuo5,ㄗㄨㄛ5,tsuɔ5,U+67EE
柯,ko1,ㄎㄛ1,kʰɔ1,U+67EF
柱,zhu4,ㄓㄨ4,ʈʂu4,U+67F1
柳,lieu3,ㄌㄧㄡ3,liɔʊ3,U+67F3
柴,chai2,ㄔㄞ2,ʈʂʰaɪ2,U+67F4
柵,sha5,ㄕㄚ5,ʂa5,U+67F5
柵,shan4,ㄕㄢ4,ʂan4,U+67F5
柵,zha5,ㄓㄚ5,ʈʂa5,U+67F5
柿,shi4,ㄕㄭ4,ʂɨ4,U+67FF
栗,li5,ㄌㄧ5,li5,U+6817
校,jiau4,ㄐㄧㄠ4,tɕiɑʊ4,U+6821
校,xiau4,ㄒㄧㄠ4,ɕiɑʊ4,U+6821
株,zhu1,ㄓㄨ1,ʈʂu1,U+682A
栯,yeu3,ㄧㄡ3,iɔʊ3,U+682F
栯,yu5,ㄩ5,y5,U+682F
核,heo5,ㄏㄜ5,xɤ5,U+6838
根,gen1,ㄍㄣ1,kən1,U+6839
栺,zhi3,ㄓㄭ3,ʈʂɨ3,U+683A
格,g,ㄍ,k,U+683C
格,geo5,ㄍㄜ5,kɤ5,U+683C
格,ho5,ㄏㄛ5,xɔ5,U+683C
栽,zai1,ㄗㄞ1,tsaɪ1,U+683D
桁,hang2,ㄏㄤ2,xɑŋ2,U+6841
桁,heng2,ㄏㄥ2,xəŋ2,U+6841
桋,ti2,ㄊㄧ2,tʰi2,U+684B
桋,yi2,ㄧ2,i2,U+684B
桌,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+684C
桐,tung2,ㄊㄨㄥ2,tʰʊŋ2,U+6850
桑,sang1,ㄙㄤ1,sɑŋ1,U+6851
桓,huan2,ㄏㄨㄢ2,xuan2,U+6853
桓,uan,ㄨㄢ,uan,U+6853
桶,tung3,ㄊㄨㄥ3,tʰʊŋ3,U+6876
桶,yung3,,,U+6876
桿,gan1,ㄍㄢ1,kan1,U+687F
梀,chu5,ㄔㄨ5,ʈʂʰu5,U+6880
梁,liang2,ㄌㄧㄤ2,,U+6881
梅,mei2,ㄇㄟ2,meɪ2,U+6885
梆,bang1,ㄅㄤ1,pɑŋ1,U+6886
梏,gu5,ㄍㄨ5,ku5,U+688F
梏,jio5,ㄐㄧㄛ5,tɕiɔ5,U+688F
梗,geng3,ㄍㄥ3,kəŋ3,U+6897
條,tiau2,ㄊㄧㄠ2,tʰiɑʊ2,U+689D
梡,kuan3,ㄎㄨㄢ3,kʰuan3,U+68A1
梡,wan2,ㄨㄢ2,uan2,U+68A1
梢,shau1,ㄕㄠ1,ʂɑʊ1,U+68A2
梢,siau1,ㄙㄧㄠ1,siɑʊ1,U+68A2
梨,li2,ㄌㄧ2,li2,U+68A8
梭,suo1,ㄙㄨㄛ1,suɔ1,U+68AD
梭,zyun1,ㄗㄩㄣ1,,U+68AD
梯,ti1,ㄊㄧ1,tʰi1,U+68AF
械,jiai4,ㄐㄧㄞ4,,U+68B0
械,xiai4,ㄒㄧㄞ4,,U+68B0
梱,kun3,ㄎㄨㄣ3,kʰuən3,U+68B1
梱,wen2,ㄨㄣ2,uən2,U+68B1
梲,tu5,ㄊㄨ5,tʰu5,U+68B2
梲,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+68B2
梳,shu1,ㄕㄨ1,ʂu1,U+68B3
梵,fan4,ㄈㄢ4,fan4,U+68B5
梵,feng2,ㄈㄥ2,fəŋ2,U+68B5
棄,qi4,ㄑㄧ4,tɕʰi4,U+68C4
棉,mian2,ㄇㄧㄢ2,miɛn2,U+68C9
棋,ji1,ㄐㄧ1,tɕi1,U+68CB
棋,qi2,ㄑㄧ2,tɕʰi2,U+68CB
棍,gun4,ㄍㄨㄣ4,kuən4,U+68CD
棒,bang4,ㄅㄤ4,pɑŋ4,U+68D2
棓,feu2,ㄈㄡ2,foʊ2,U+68D3
棓,pei2,ㄆㄟ2,pʰeɪ2,U+68D3
棓,peu2,ㄆㄡ2,pʰoʊ2,U+68D3
棗,zau3,ㄗㄠ3,tsɑʊ3,U+68D7
棘,ji5,ㄐㄧ5,tɕi5,U+68D8
棚,peng2,ㄆㄥ2,pʰəŋ2,U+68DA
棟,dung4,ㄉㄨㄥ4,tʊŋ4,U+68DF
棠,tang2,ㄊㄤ2,tʰɑŋ2,U+68E0
棣,di4,ㄉㄧ4,ti4,U+68E3
棧,zhan4,ㄓㄢ4,ʈʂan4,U+68E7
森,shen1,ㄕㄣ1,ʂən1,U+68EE
棲,cyi1,ㄘㄧ1,tsʰi1,U+68F2
棲,syi1,ㄙㄧ1,si1,U+68F2
棵,ko1,ㄎㄛ1,kʰɔ1,U+68F5
棹,zhau4,ㄓㄠ4,ʈʂɑʊ4,U+68F9
棹,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+68F9
棺,guan1,ㄍㄨㄢ1,kuan1,U+68FA
椅,yi3,ㄧ3,i3,U+6905
椌,kung1,ㄎㄨㄥ1,kʰʊŋ1,U+690C
椌,qiang1,ㄑㄧㄤ1,,U+690C
椏,ya1,ㄧㄚ1,iɑ1,U+690F
椒,ziau1,ㄗㄧㄠ1,tsiɑʊ1,U+6912
椷,jian1,ㄐㄧㄢ1,tɕiɛn1,U+6937
椷,xian2,ㄒㄧㄢ2,ɕiɛn2,U+6937
椹,shen4,ㄕㄣ4,ʂən4,U+6939
椽,chuan2,ㄔㄨㄢ2,ʈʂʰuan2,U+693D
椿,chun1,ㄔㄨㄣ1,ʈʂʰuən1,U+693F
椿,zhuang1,ㄓㄨㄤ1,,U+693F
楊,yang2,ㄧㄤ2,,U+694A
楚,chu3,ㄔㄨ3,ʈʂʰu3,U+695A
楠,nan2,ㄋㄢ2,nan2,U+6960
楢,cieu1,ㄘㄧㄡ1,tsʰiɔʊ1,U+6962
楢,yeu2,ㄧㄡ2,iɔʊ2,U+6962
楥,xyuan4,ㄒㄩㄢ4,,U+6965
楥,yuan2,ㄩㄢ2,,U+6965
楫,zie5,ㄗㄧㄝ5,tsiɛ5,U+696B
業,ye5,ㄧㄝ5,iɛ5,U+696D
楮,chu3,ㄔㄨ3,ʈʂʰu3,U+696E
楮,du3,ㄉㄨ3,tu3,U+696E
楱,ceu4,ㄘㄡ4,tsʰoʊ4,U+6971
極,ji5,ㄐㄧ5,tɕi5,U+6975
楷,jiai1,ㄐㄧㄞ1,,U+6977
